,Tanggal,Jam,Deskripsi Produk,Jumlah Barang
2619,08-11-2020,22:41:27,"Dragon Tea, Ice",1
2620,08-11-2020,22:40:29,"Cafe Latte, Original",1
2621,08-11-2020,21:42:48,"Brownies Baymax,",1
2622,08-11-2020,21:42:48,"Gula Aren, Original",1
2623,08-11-2020,21:42:48,"V-60, Japstyle",1
2624,08-11-2020,21:39:42,"Lemon Tea, Ice",1
2625,08-11-2020,21:34:40,"Cireng , Reguler",1
2626,08-11-2020,21:34:40,"Coffee Beer,",1
2627,08-11-2020,21:34:40,"French Fries, Reguler",1
2628,08-11-2020,21:34:40,"Lemon Tea, Ice",1
2629,08-11-2020,21:34:40,"Milk Tea, Ice",1
2630,08-11-2020,21:34:40,"Pink Story, Ice",1
2631,08-11-2020,21:33:39,"Cireng , Reguler",1
2632,08-11-2020,21:33:39,"Coffee Beer,",1
2633,08-11-2020,21:33:39,"Matcha Latte, Ice",1
2634,08-11-2020,21:33:39,"To - Brew,",1
2635,08-11-2020,21:22:05,"Cafe Latte, Original",1
2636,08-11-2020,21:22:05,"Cappuchino, Classic",1
2637,08-11-2020,21:22:05,"Gula Aren, Original",1
2638,08-11-2020,21:16:08,"Coffee Beer,",1
2639,08-11-2020,21:16:08,"mie tektek,",1
2640,08-11-2020,20:47:21,"Brownies Baymax,",1
2641,08-11-2020,20:47:21,"Choco Hazelnut, Ice",1
2642,08-11-2020,20:47:21,"French Fries, Reguler",1
2643,08-11-2020,20:47:21,"Hazelnut,",1
2644,08-11-2020,20:47:21,"Risoles,",1
2645,08-11-2020,20:47:21,"Vanilla Milk, Ice",1
2646,08-11-2020,18:43:31,"Vietnam Drip, Hot",1
2647,08-11-2020,17:17:48,"Indomie Goreng, Reguler",1
2648,08-11-2020,17:03:53,"Extra Telur,",3
2649,08-11-2020,17:03:53,"Indomie Rebus, Reguler",3
2650,08-11-2020,17:03:53,"Piccolo, Hot",2
2651,08-11-2020,16:19:38,"Cafe Latte, Original",1
2653,08-11-2020,14:38:49,"Air mineral,",1
2654,08-11-2020,14:38:49,piccolo (pang),1
2655,08-11-2020,14:38:40,"Hazelnut,",1
2656,08-11-2020,14:27:37,piccolo (pang),1
2657,08-11-2020,14:27:27,cafe latte (pang),1
2658,07-11-2020,23:19:19,"French Fries, Reguler",1
2659,07-11-2020,23:19:19,"Lemon Tea, Ice",2
2660,07-11-2020,23:17:56,"Cafe Latte, Flavour",1
2661,07-11-2020,22:50:03,"Pink Story, Hot",1
2662,07-11-2020,22:48:00,"Pink Story, Ice",1
2663,07-11-2020,22:33:46,"Coffee Beer,",1
2664,07-11-2020,22:33:46,"Lemon Tea, Hot",1
2665,07-11-2020,22:29:55,"Cireng , Reguler",1
2666,07-11-2020,22:29:55,"Gula Aren, Original",3
2667,07-11-2020,22:27:54,"Matcha Latte, Ice",1
2668,07-11-2020,22:25:33,"Cireng , Reguler",1
2669,07-11-2020,22:25:33,"Pink Story, Ice",2
2670,07-11-2020,22:24:44,"Butter Scotch, Ice",1
2671,07-11-2020,22:17:18,"Air mineral,",1
2672,07-11-2020,22:17:18,"Cappuchino, Classic",1
2673,07-11-2020,22:14:06,"Cafe Latte, Flavour",2
2674,07-11-2020,22:14:06,"French Fries, Reguler",1
2675,07-11-2020,22:14:06,"Hazelnut,",1
2676,07-11-2020,22:14:06,"Indomie Rebus, Reguler",1
2677,07-11-2020,22:14:06,"Long Black,",1
2678,07-11-2020,21:52:44,"Extra Shoot,",1
2679,07-11-2020,21:52:44,"Gula Aren, Original",1
2680,07-11-2020,21:52:44,"Matcha Latte, Ice",2
2681,07-11-2020,21:51:27,"V-60, Japstyle",1
2682,07-11-2020,21:42:39,"Pink Story, Ice",1
2683,07-11-2020,21:38:51,"Lemon Tea, Ice",1
2684,07-11-2020,21:05:55,"Vanilla Milk, Ice",2
2685,07-11-2020,20:54:32,"Hazelnut,",1
2686,07-11-2020,20:37:54,"Cireng , Reguler",1
2687,07-11-2020,20:37:54,"Pink Story, Ice",1
2688,07-11-2020,20:37:54,"V-60, Japstyle",1
2689,07-11-2020,19:16:30,"Brownies Baymax,",1
2690,07-11-2020,19:16:30,"Cafe Latte, Original",1
2691,07-11-2020,19:16:30,"Piccolo, Ice",1
2692,07-11-2020,18:47:32,"Americano, Ice",1
2693,07-11-2020,18:26:19,"Matcha Latte, Hot",1
2694,07-11-2020,18:26:19,"Risoles,",1
2695,07-11-2020,18:26:19,"Vietnam Drip, Hot",1
2696,07-11-2020,17:57:05,"Choco Hazelnut, Ice",1
2697,07-11-2020,16:52:54,"Choco Hazelnut, Ice",1
2698,07-11-2020,16:52:54,"ice latte +brownies,",2
2699,06-11-2020,22:36:07,"Vanilla Milk, Ice",1
2700,06-11-2020,22:35:43,"Rum,",1
2701,06-11-2020,22:34:23,"Brownies Baymax,",1
2702,06-11-2020,22:34:23,"Piccolo, Hot",1
2703,06-11-2020,22:16:53,"Pink Story, Ice",2
2704,06-11-2020,22:16:20,cookies + ice latte aren,1
2705,06-11-2020,21:55:08,"Americano, Ice",2
2706,06-11-2020,20:28:46,"Coffee Beer,",1
2707,06-11-2020,20:28:46,"Gula Aren, Original",1
2708,06-11-2020,20:28:46,"Pink Story, Ice",1
2709,06-11-2020,20:28:46,"Vanilla Milk, Ice",1
2710,06-11-2020,20:28:46,donat,1
2711,06-11-2020,20:21:31,"Gula Aren, Original",1
2712,06-11-2020,20:15:16,"Coffee Beer,",1
2713,06-11-2020,19:26:45,"Extra Telur,",1
2714,06-11-2020,19:26:45,"Hazelnut,",1
2715,06-11-2020,19:26:45,"Pink Story, Ice",2
2716,06-11-2020,19:26:45,"Risoles,",1
2717,06-11-2020,18:43:40,"Cinnamon Coffee,",1
2718,06-11-2020,18:29:01,"ice latte +brownies,",1
2719,06-11-2020,18:29:01,"Vietnam Drip, Ice",1
2720,06-11-2020,16:50:44,"Brownies Baymax,",2
2721,06-11-2020,16:50:44,"Piccolo, Hot",3
2722,06-11-2020,16:08:01,"Dragon Tea, Hot",1
2723,06-11-2020,14:37:02,"Choco Hazelnut, Ice",1
2724,06-11-2020,11:10:35,"Americano, Hot",1
2725,06-11-2020,11:10:35,pang,1
2726,05-11-2020,21:36:13,"Air mineral,",1
2727,05-11-2020,21:36:13,"Choco Latte, Hot",1
2728,05-11-2020,21:36:13,"Dragon Tea, Hot",1
2729,05-11-2020,21:36:13,"Gula Aren, Original",1
2730,05-11-2020,20:44:08,"ice latte +brownies,",2
2731,05-11-2020,19:43:42,"ice latte +brownies,",2
2732,05-11-2020,18:22:06,"Gula Aren, Original",1
2733,05-11-2020,17:52:09,"Americano, Hot",1
2734,05-11-2020,17:51:48,"Cafe Latte, Flavour",1
2735,05-11-2020,17:51:48,"Extra Shoot,",1
2736,05-11-2020,16:40:06,"Extra Telur,",1
2737,05-11-2020,16:40:06,"Indomie Rebus, Reguler",1
2738,05-11-2020,14:25:46,"Brownies Baymax,",1
2739,05-11-2020,14:23:13,"Air mineral,",1
2740,05-11-2020,14:23:13,"Cinnamon Coffee,",2
2741,05-11-2020,12:39:59,"Dragon Tea, Ice",2
2742,04-11-2020,22:42:28,"Cappuchino, Ice",1
2743,04-11-2020,22:42:28,"V-60, Original",1
2744,04-11-2020,22:42:05,"Choco Hazelnut, Ice",1
2745,04-11-2020,22:42:05,"ice latte +brownies,",1
2746,04-11-2020,22:42:05,"Pink Story, Ice",2
2747,04-11-2020,22:41:42,"Cinnamon Coffee,",1
2748,04-11-2020,22:34:17,"Extra Telur,",1
2749,04-11-2020,22:34:17,"Indomie Goreng, Reguler",1
2750,04-11-2020,22:33:51,"Coffee Beer,",1
2751,04-11-2020,22:30:58,"Butter Scotch, Ice",1
2752,04-11-2020,22:30:58,"Cinnamon Coffee,",1
2753,04-11-2020,22:30:58,"Coffee Beer,",1
2754,04-11-2020,22:30:58,"French Fries, Reguler",1
2755,04-11-2020,22:30:58,"Garlic Bread,",1
2756,04-11-2020,22:30:58,"Piccolo, Ice",1
2757,04-11-2020,22:30:58,"Risoles,",1
2758,04-11-2020,22:29:57,"Coffee Beer,",2
2759,04-11-2020,22:29:26,"Cafe Latte, Flavour",2
2760,04-11-2020,22:29:26,"Gula Aren, Original",1
2761,04-11-2020,22:29:26,"Vanilla Milk, Ice",1
2762,04-11-2020,21:31:17,"Choco Hazelnut, Ice",1
2763,04-11-2020,21:31:17,"Coffee Beer,",1
2764,04-11-2020,21:28:19,"Coffee Beer,",1
2765,04-11-2020,21:26:24,"Extra Telur,",1
2766,04-11-2020,21:26:24,"Indomie Goreng, Reguler",1
2767,04-11-2020,21:11:59,"Brownies Baymax,",1
2768,04-11-2020,21:11:59,"Flat White,",1
2769,04-11-2020,21:03:47,"Cafe Latte, Original",1
2770,04-11-2020,21:03:47,"Garlic Bread,",1
2771,04-11-2020,20:59:52,"Pink Story, Ice",1
2772,04-11-2020,19:36:40,"Hazelnut,",1
2773,04-11-2020,18:53:44,"Brownies Baymax,",1
2774,04-11-2020,18:53:44,"Garlic Bread,",1
2775,04-11-2020,18:47:51,"Choco Latte, Ice",1
2776,04-11-2020,18:30:22,"Cafe Latte, Original",1
2777,04-11-2020,18:30:22,"Garlic Bread,",2
2778,04-11-2020,17:28:43,"Vanilla Milk, Ice",1
2779,04-11-2020,17:27:51,"French Fries, Reguler",1
2780,04-11-2020,17:27:51,"Rum,",2
2781,03-11-2020,23:08:50,"Air mineral,",1
2782,03-11-2020,23:08:50,"Gula Aren, Original",1
2783,03-11-2020,23:06:31,"Americano, Ice",1
2784,03-11-2020,23:03:25,caffe latte,1
2785,03-11-2020,22:45:07,"Butter Scotch, Ice",1
2786,03-11-2020,22:45:07,"Piccolo, Hot",1
2787,03-11-2020,22:35:29,"Americano, Hot",1
2788,03-11-2020,22:35:29,"V-60, Original",1
2789,03-11-2020,22:29:52,"Coffee Beer,",1
2790,03-11-2020,22:10:57,"Lemon Tea, Hot",1
2791,03-11-2020,22:00:51,"Cireng , Reguler",1
2792,03-11-2020,22:00:51,"Coffee Crema,",1
2793,03-11-2020,22:00:51,"Dragon Tea, Ice",2
2794,03-11-2020,22:00:51,"French Fries, Reguler",3
2795,03-11-2020,21:59:45,"Lemon Tea, Hot",1
2796,03-11-2020,21:59:45,"Vanilla Milk, Ice",1
2797,03-11-2020,21:58:53,"Cafe Latte, Original",1
2798,03-11-2020,20:44:32,"Air mineral,",1
2799,03-11-2020,20:44:32,"Cafe Latte, Original",1
2800,03-11-2020,18:20:32,"Lemon Tea, Ice",1
2801,02-11-2020,22:28:54,"mie tektek,",1
2802,02-11-2020,22:28:34,"Choco Latte, Ice",1
2803,02-11-2020,22:28:34,"Coffee Beer,",1
2812,02-11-2020,22:27:23,ayah,1
2813,02-11-2020,21:33:06,"Butter Scotch, Ice",1
2814,02-11-2020,21:33:06,"Choco Latte, Ice",1
2815,02-11-2020,21:18:35,"Butter Scotch, Ice",1
2816,02-11-2020,21:18:35,"Rum,",1
2817,02-11-2020,21:16:25,"Butter Scotch, Ice",1
2818,02-11-2020,21:16:25,"Cireng , Reguler",1
2819,02-11-2020,21:16:25,"Garlic Bread,",1
2820,02-11-2020,21:16:25,"Gula Aren, Original",1
2821,02-11-2020,21:16:25,"Lemon Tea, Ice",1
2822,02-11-2020,21:08:19,"Butter Scotch, Ice",1
2823,02-11-2020,21:08:19,"Choco Latte, Ice",1
2824,02-11-2020,21:08:19,"ice latte +brownies,",1
2825,02-11-2020,21:08:19,"Matcha Latte, Ice",1
2826,02-11-2020,21:08:19,brownis,1
2827,02-11-2020,20:45:07,"Americano, Hot",1
2828,02-11-2020,20:45:07,"Cinnamon Coffee,",1
2829,02-11-2020,20:45:07,"Garlic Bread,",1
2830,02-11-2020,20:24:27,"Gula Aren, Original",1
2831,02-11-2020,20:24:27,"Mochacino, Hot",1
2832,02-11-2020,20:18:11,"Cafe Latte, Flavour",1
2833,02-11-2020,20:18:11,"Coffee Beer,",1
2834,02-11-2020,17:50:04,"Gula Aren, Original",1
2835,02-11-2020,16:28:03,"Cafe Latte, Flavour",1
2836,02-11-2020,16:28:03,"Cireng , Reguler",1
2837,02-11-2020,15:13:11,"Cafe Latte, Flavour",1
2838,01-11-2020,22:36:27,"Americano, Hot",1
2839,01-11-2020,22:36:27,"Gula Aren, Original",1
2840,01-11-2020,22:36:27,"Matcha Latte, Hot",1
2841,01-11-2020,21:24:31,"ice latte +brownies,",1
2842,01-11-2020,21:15:42,"Hazelnut,",1
2843,01-11-2020,21:14:51,"ice latte +brownies,",1
2844,01-11-2020,21:14:51,"Indomie Goreng, Reguler",1
2845,01-11-2020,21:14:51,creamcheese,1
2846,01-11-2020,21:13:45,creamcheese,1
2847,01-11-2020,21:10:52,"Matcha Latte, Hot",1
2848,01-11-2020,21:10:52,"Matcha Latte, Ice",1
2849,01-11-2020,20:47:31,"Americano, Hot",1
2850,01-11-2020,20:47:31,"Cappuchino, Magic",1
2851,01-11-2020,20:47:31,"Extra Shoot,",1
2852,01-11-2020,20:47:31,creamchese,1
2853,01-11-2020,20:43:10,"Butter Scotch, Ice",1
2854,01-11-2020,20:43:10,"Choco Hazelnut, Ice",3
2855,01-11-2020,20:43:10,"Cinnamon Coffee,",1
2856,01-11-2020,20:43:10,"Cireng , Reguler",2
2857,01-11-2020,20:43:10,"Risoles,",1
2858,01-11-2020,20:12:00,"ice latte +brownies,",1
2859,01-11-2020,19:40:06,"Pink Story, Hot",1
2860,01-11-2020,17:44:56,"Lemon Tea, Hot",1
2861,01-11-2020,17:44:56,"Long Black,",1
2862,01-11-2020,17:44:56,"Vanilla Milk, Hot",1
2863,01-11-2020,17:13:19,"Cafe Latte, Original",1
2864,01-11-2020,14:56:39,"Gula Aren, Original",2
2865,01-11-2020,14:43:31,"Brownies Baymax,",2
2866,01-11-2020,14:43:31,"Gula Aren, Original",1
2867,01-11-2020,14:43:31,"Piccolo, Hot",1
2868,01-11-2020,14:41:57,"Butter Scotch, Ice",1
2869,31-10-2020,20:35:08,"Cafe Latte, Original",1
2870,31-10-2020,20:10:46,"Extra Telur,",1
2871,31-10-2020,20:10:46,"Indomie Rebus, Reguler",1
2872,31-10-2020,20:06:25,cookies,1
2873,31-10-2020,19:52:20,"Cireng , Reguler",1
2874,31-10-2020,19:52:20,"Piccolo, Hot",1
2875,31-10-2020,15:27:22,"Cafe Latte, Original",1
2876,31-10-2020,15:27:22,"Cappuchino, Classic",1
2877,31-10-2020,15:27:22,pang,1
2878,30-10-2020,23:07:53,"Cafe Latte, Original",1
2879,30-10-2020,23:07:53,"Coffee Beer,",1
2880,30-10-2020,23:07:53,"French Fries, Reguler",1
2881,30-10-2020,23:07:53,"Lemon Tea, Ice",1
2882,30-10-2020,23:02:20,"Gula Aren, Original",1
2883,30-10-2020,23:02:20,"Vietnam Drip, Hot",1
2884,30-10-2020,22:07:52,"Air mineral,",1
2885,30-10-2020,22:07:52,"Cafe Latte, Original",1
2886,30-10-2020,22:07:52,"Extra Shoot,",1
2887,30-10-2020,22:07:52,"Mochacino, Ice",1
2888,30-10-2020,22:07:52,Cake,1
2889,30-10-2020,22:06:27,"Mochacino, Ice",1
2890,30-10-2020,21:54:27,"Pink Story, Ice",1
2891,30-10-2020,19:24:31,"Cappuchino, Classic",1
2892,30-10-2020,19:24:31,"Piccolo, Hot",1
2893,30-10-2020,17:44:02,"Gula Aren, Original",1
2895,30-10-2020,13:59:48,"Americano, Ice",1
2896,29-10-2020,22:50:35,"Gula Aren, Original",1
2897,29-10-2020,22:46:54,"Cafe Latte, Original",1
2898,29-10-2020,22:46:54,"Gula Aren, Original",3
2899,29-10-2020,22:44:33,"Cireng , Reguler",1
2900,29-10-2020,22:44:33,"Coffee Crema,",1
2901,29-10-2020,22:43:57,"Cafe Latte, Original",2
2902,29-10-2020,22:10:26,"Air mineral,",4
2903,29-10-2020,22:10:26,"Choco Latte, Hot",1
2904,29-10-2020,22:10:26,"Cireng , Reguler",3
2905,29-10-2020,22:10:26,"French Fries, Reguler",3
2906,29-10-2020,22:10:26,"Gula Aren, Original",3
2907,29-10-2020,21:14:25,"Gula Aren, Original",1
2908,29-10-2020,21:14:25,"Matcha Latte, Ice",1
2909,29-10-2020,21:14:25,"Vanilla Milk, Ice",1
2910,29-10-2020,21:10:48,"Dragon Tea, Ice",1
2911,29-10-2020,20:36:19,"Butter Scotch, Ice",1
2912,29-10-2020,20:15:51,"V-60, Original",1
2913,29-10-2020,18:58:23,"Cappuchino, Classic",1
2914,29-10-2020,18:58:23,"Coffee Beer,",1
2915,29-10-2020,17:49:11,"Piccolo, Ice",1
2916,29-10-2020,17:47:25,"Cafe Latte, Flavour",1
2917,29-10-2020,17:47:25,"Doppio,",1
2918,29-10-2020,17:47:25,"Extra Telur,",3
2919,29-10-2020,17:47:25,"Gula Aren, Original",3
2920,29-10-2020,17:47:25,"Indomie Goreng, Reguler",1
2921,29-10-2020,17:47:25,"Indomie Rebus, Reguler",2
2922,29-10-2020,17:47:25,"Piccolo, Hot",1
2923,29-10-2020,17:11:38,"Vanilla Milk, Ice",1
2924,29-10-2020,15:17:47,"V-60, Original",1
2925,29-10-2020,14:17:13,"Cafe Latte, Original",1
2926,29-10-2020,12:14:30,"Choco Latte, Ice",1
2927,29-10-2020,12:14:30,"Gula Aren, Original",2
2928,28-10-2020,23:37:28,"Hazelnut,",1
2929,28-10-2020,23:37:28,"ice latte +brownies,",2
2930,28-10-2020,23:37:28,"Matcha Latte, Hot",1
2931,28-10-2020,23:37:28,"Matcha Latte, Ice",1
2932,28-10-2020,23:37:28,"V-60, Original",1
2933,28-10-2020,23:37:28,"Vanilla Milk, Ice",2
2934,28-10-2020,23:26:11,"Lemon Tea, Hot",1
2935,28-10-2020,23:26:11,"Matcha Latte, Ice",1
2936,28-10-2020,23:25:12,"Air mineral,",1
2937,28-10-2020,23:25:12,"Cireng , Reguler",1
2938,28-10-2020,23:25:12,"ice latte +brownies,",1
2939,28-10-2020,22:47:39,"Pink Story, Ice",1
2940,28-10-2020,22:47:05,"French Fries, Reguler",1
2941,28-10-2020,22:47:05,"Gula Aren, Original",2
2942,28-10-2020,22:47:05,"Matcha Latte, Ice",1
2943,28-10-2020,22:15:05,"Flat White,",1
2944,28-10-2020,22:15:05,"Gula Aren, Original",1
2945,28-10-2020,22:14:08,"Cafe Latte, Flavour",1
2946,28-10-2020,22:12:51,"Piccolo, Ice",1
2947,28-10-2020,21:58:53,"Cireng , Reguler",1
2948,28-10-2020,21:58:53,"Gula Aren, Original",2
2949,28-10-2020,21:57:42,"Air mineral,",1
2950,28-10-2020,21:57:42,"Gula Aren, Original",1
2951,28-10-2020,21:57:42,"Risoles,",1
2952,28-10-2020,21:05:28,"V-60, Original",1
2953,28-10-2020,21:05:28,cookies,1
2954,28-10-2020,21:02:31,"V-60, Original",1
2955,28-10-2020,20:38:02,"Coffee Beer,",2
2956,28-10-2020,20:38:02,"French Fries, Reguler",1
2957,28-10-2020,20:38:02,"ice latte +brownies,",1
2958,28-10-2020,19:43:01,"Gula Aren, Original",1
2959,28-10-2020,19:43:01,"Vanilla Milk, Hot",1
2960,28-10-2020,18:48:25,"Cireng , Reguler",1
2961,28-10-2020,18:48:25,"Coffee Beer,",1
2962,28-10-2020,18:48:25,"Pink Story, Ice",1
2963,28-10-2020,18:39:14,"Matcha Latte, Ice",1
2964,28-10-2020,17:49:25,"Coffee Crema,",1
2965,28-10-2020,17:49:25,"V-60, Japstyle",1
2966,28-10-2020,17:46:44,"Gula Aren, Original",1
2967,28-10-2020,17:41:31,"Dragon Tea, Ice",1
2968,28-10-2020,17:41:31,"ice latte +brownies,",1
2969,28-10-2020,16:33:22,"Matcha Latte, Hot",1
2970,28-10-2020,15:18:13,"Coffee Beer,",1
2971,28-10-2020,15:18:13,"Gula Aren, Original",1
2972,28-10-2020,14:43:30,"Gula Aren, Original",1
2973,27-10-2020,23:17:30,"Flat White,",1
2974,27-10-2020,23:17:30,"Piccolo, Ice",1
2975,27-10-2020,23:13:37,"Air mineral,",1
2976,27-10-2020,23:13:37,"Cafe Latte, Flavour",1
2977,27-10-2020,23:13:37,"ice latte +brownies,",2
2978,27-10-2020,23:13:37,brownis,1
2979,27-10-2020,22:57:34,"Pink Story, Hot",1
2980,27-10-2020,22:09:58,"Flat White,",1
2981,27-10-2020,22:09:07,"Flat White,",1
2982,27-10-2020,22:08:17,"Vietnam Drip, Ice",1
2983,27-10-2020,21:29:42,"V-60, Japstyle",1
2984,27-10-2020,21:27:51,"Choco Hazelnut, Ice",1
2985,27-10-2020,21:27:51,"Cireng , Reguler",1
2986,27-10-2020,21:27:51,"Extra Telur,",1
2987,27-10-2020,21:27:51,"ice latte +brownies,",1
2988,27-10-2020,21:27:51,"Indomie Goreng, Reguler",1
2989,27-10-2020,21:27:51,"Milk Tea, Hot",1
2990,27-10-2020,21:27:51,"Vanilla Milk, Hot",1
2991,27-10-2020,20:59:48,cookies,1
2992,27-10-2020,20:46:35,"Pink Story, Ice",1
2993,27-10-2020,19:50:22,"Vietnam Drip, Hot",1
2994,27-10-2020,19:49:35,"Flat White,",1
2995,27-10-2020,18:25:27,"Gula Aren, Original",1
2996,27-10-2020,18:15:59,"Air mineral,",1
2997,27-10-2020,17:51:30,"Cireng , Reguler",1
2998,27-10-2020,17:37:59,"Mochacino, Hot",1
2999,26-10-2020,22:36:14,"Choco Hazelnut, Ice",1
3000,26-10-2020,22:36:14,"Flat White,",1
3001,26-10-2020,22:16:52,"ice latte +brownies,",1
3002,26-10-2020,22:16:52,"Pink Story, Ice",1
3003,26-10-2020,22:16:52,brownies,1
3004,26-10-2020,22:08:15,"Cafe Latte, Original",1
3005,26-10-2020,22:08:15,Cookies,1
3006,26-10-2020,21:30:29,"V-60, Japstyle",1
3007,26-10-2020,21:22:14,"Vietnam Drip, Hot",1
3008,26-10-2020,17:06:20,"Pink Story, Ice",1
3009,26-10-2020,12:57:02,"Cafe Latte, Original",1
3010,26-10-2020,12:56:23,"Cappuchino, Classic",1
3011,25-10-2020,23:10:44,Cookies,1
3012,25-10-2020,23:09:29,"Hazelnut,",1
3013,25-10-2020,23:09:29,creamcheese,1
3014,25-10-2020,23:08:41,"Gula Aren, Original",1
3015,25-10-2020,23:08:41,"Vietnam Drip, Hot",3
3016,25-10-2020,23:08:11,"Coffee Beer,",1
3017,25-10-2020,23:08:11,"ice latte +brownies,",1
3018,25-10-2020,23:07:46,"Gula Aren, Original",1
3019,25-10-2020,23:07:46,"Hazelnut,",1
3020,25-10-2020,23:07:46,"Vanilla Milk, Ice",1
3021,25-10-2020,23:07:02,"Choco Latte, Ice",1
3022,25-10-2020,23:06:34,"Coffee Beer,",1
3023,25-10-2020,22:54:49,"Choco Latte, Ice",1
3024,25-10-2020,22:07:35,"Americano, Hot",1
3025,25-10-2020,22:07:35,"Indomie Rebus, Telur",1
3026,25-10-2020,22:05:21,"Cireng , Reguler",1
3027,25-10-2020,22:05:21,"Long Black,",1
3028,25-10-2020,22:03:16,"Coffee Beer,",1
3029,25-10-2020,22:03:16,"Rum,",2
3030,25-10-2020,21:32:56,"Rum,",1
3031,25-10-2020,20:58:51,"Cireng , Reguler",1
3032,25-10-2020,20:58:51,lemon tea,1
3033,25-10-2020,20:58:51,vietnam drip,1
3034,25-10-2020,20:04:37,"ice latte +brownies,",1
3035,25-10-2020,20:04:37,"Indomie Rebus, Reguler",1
3036,25-10-2020,20:04:37,brownies,1
3037,25-10-2020,19:14:04,"Indomie Goreng, Reguler",1
3038,25-10-2020,19:14:04,"Pink Story, Ice",1
3039,25-10-2020,17:42:56,"Americano, Hot",1
3040,25-10-2020,17:42:56,"Cafe Latte, Original",2
3041,25-10-2020,17:42:56,"Flat White,",1
3042,25-10-2020,17:42:56,"flat white ( ngopi pagi ) , cookies",1
3043,25-10-2020,13:38:58,piccolo ( ngopi pagi ),1
3044,25-10-2020,13:38:26,cappuchino ( ngopi pagi ),1
3045,25-10-2020,13:37:59,"cappuchino ( ngopi pagi ) , cookies",1
3046,24-10-2020,23:38:53,bundling,1
3047,24-10-2020,23:36:25,"Choco Hazelnut, Ice",1
3048,24-10-2020,23:36:25,"Piccolo, Hot",2
3049,24-10-2020,23:35:02,Latte Aren,1
3050,24-10-2020,23:29:38,"Choco Hazelnut, Ice",1
3051,24-10-2020,23:29:38,"Cireng , Reguler",2
3052,24-10-2020,23:29:15,"Air mineral,",1
3053,24-10-2020,23:29:15,"Cireng , Reguler",2
3054,24-10-2020,23:29:15,"Risoles,",3
3055,24-10-2020,23:25:00,bundling,1
3056,24-10-2020,23:22:16,"Milk Tea, Ice",1
3057,24-10-2020,22:40:55,"Lemon Tea, Hot",1
3058,24-10-2020,22:07:43,"Coffee Beer,",1
3059,24-10-2020,22:07:43,"Long Black,",1
3060,24-10-2020,22:02:29,"Gula Aren, Original",1
3061,24-10-2020,21:57:25,"Choco Latte, Hot",1
3062,24-10-2020,21:57:25,"Choco Latte, Ice",1
3063,24-10-2020,21:44:52,"Coffee Beer,",1
3064,24-10-2020,21:44:52,"Long Black,",1
3065,24-10-2020,21:28:39,"Risoles,",1
3066,24-10-2020,21:27:20,bundling3,1
3067,24-10-2020,21:25:36,"V-60, Original",1
3068,24-10-2020,21:08:52,"Doppio,",1
3069,24-10-2020,21:07:36,bundling,1
3070,24-10-2020,19:54:41,"Cappuchino, Magic",1
3071,24-10-2020,19:54:41,"French Fries, Reguler",1
3072,24-10-2020,18:25:14,"ice latte +brownies,",1
3073,24-10-2020,17:59:46,"Cafe Latte, Original",1
3074,24-10-2020,14:16:08,cookies,1
3075,24-10-2020,13:05:10,"Gula Aren, Original",1
3076,23-10-2020,23:00:03,"Rum,",1
3077,23-10-2020,23:00:03,Cookies,2
3078,23-10-2020,23:00:03,Creamy Cheese,1
3079,23-10-2020,22:54:59,"Cireng , Reguler",1
3080,23-10-2020,22:54:59,Kopi Gula Aren,1
3081,23-10-2020,22:45:59,"Indomie Goreng, Telur",1
3082,23-10-2020,22:45:59,"Lemon Tea, Hot",1
3083,23-10-2020,22:45:59,"Lemon Tea, Ice",1
3084,23-10-2020,22:45:59,"Pink Story, Ice",1
3085,23-10-2020,22:45:59,cookies,1
3086,23-10-2020,22:45:10,"Cafe Latte, Original",2
3087,23-10-2020,22:45:10,"Hazelnut,",1
3088,23-10-2020,22:36:39,bundling,1
3089,23-10-2020,22:34:56,"mie tektek,",1
3090,23-10-2020,22:34:56,"Rum,",1
3091,23-10-2020,20:21:33,coffe,1
3092,23-10-2020,18:11:36,"Gula Aren, Original",3
3093,23-10-2020,16:34:48,"Milk Tea, Ice",1
3094,23-10-2020,16:34:48,"V-60, Japstyle",1
3095,23-10-2020,16:20:07,"Pink Story, Ice",1
3096,22-10-2020,23:09:02,"Vanilla Milk, Ice",1
3097,22-10-2020,23:09:02,milk tea,1
3098,22-10-2020,22:09:04,"Rum,",1
3099,22-10-2020,22:09:04,maco,1
3100,22-10-2020,20:59:34,"Cinnamon Coffee,",1
3101,22-10-2020,20:59:34,"V-60, Original",1
3102,22-10-2020,20:48:09,cream cgeese,1
3103,22-10-2020,19:22:26,"Matcha Latte, Ice",1
3104,21-10-2020,23:04:19,"Lemon Tea, Ice",1
3105,21-10-2020,23:04:19,Gula Aren,1
3106,21-10-2020,23:02:24,"Cafe Latte, Flavour",1
3107,21-10-2020,22:21:56,cookies,1
3108,21-10-2020,22:01:47,"Cafe Latte, Flavour",1
3109,21-10-2020,22:01:47,"Pink Story, Hot",1
3110,21-10-2020,21:36:36,"Vanilla Milk, Hot",1
3111,21-10-2020,21:13:36,"Pink Story, Ice",1
3112,21-10-2020,21:11:25,"Cafe Latte, Original",1
3113,21-10-2020,21:11:25,"Extra Telur,",1
3114,21-10-2020,21:11:25,"Indomie Goreng, Reguler",1
