No Faktur,Tanggal,Nama Outlet,Nama Kasir,Jam,Deskripsi Produk,Modifier,Jumlah Barang,Jumlah dibatalkan,Harga Per Barang,Jumlah Harga,Diskon Per Barang,Tipe Diskon per Barang,Diskon Transaksi,Tipe Diskon Transaksi,Pajak,Subtotal,Status,Metode Pembayaran,No. Referensi
43613BGJ,01-12-2020,Tovi Kohi,Toko,13:29:00,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43612PY9,01-12-2020,Tovi Kohi,Toko,12:09:35,"Croissant,",,1,0,4000,4000,0,,0,,0,4000,Transaksi,CASH,
43612PY9,01-12-2020,Tovi Kohi,Toko,12:09:35,pang x2,,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
4352195Q,30-11-2020,Tovi Kohi,Toko,21:45:45,"Choco Latte, Ice",,1,0,19000,19000,0,,2850,"% ,",0,16150,Transaksi,CASH,
4352195Q,30-11-2020,Tovi Kohi,Toko,21:45:45,"Croissant,",,1,0,4000,4000,0,,600,"% ,",0,3400,Transaksi,CASH,
43521PUH,30-11-2020,Tovi Kohi,Toko,21:43:37,"Cafe Latte, Original",,1,0,16000,16000,0,,2400,"% ,",0,13600,Transaksi,CASH,
43521UYH,30-11-2020,Tovi Kohi,Toko,21:19:42,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
43521UYH,30-11-2020,Tovi Kohi,Toko,21:19:42,"Matcha Latte, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43517HCP,30-11-2020,Tovi Kohi,Toko,17:31:16,"Cafe Latte, Flavour",,1,0,18000,18000,0,,3600,"% ,",0,14400,Transaksi,CASH,
43517HCP,30-11-2020,Tovi Kohi,Toko,17:31:16,"Cafe Latte, Original",,1,0,16000,16000,0,,3200,"% ,",0,12800,Transaksi,CASH,
43517HCP,30-11-2020,Tovi Kohi,Toko,17:31:16,"Garlic Bread,",,1,0,10000,10000,0,,2000,"% ,",0,8000,Transaksi,CASH,
43517HCP,30-11-2020,Tovi Kohi,Toko,17:31:16,"Gula Aren, Original",,1,0,17000,17000,0,,3400,"% ,",0,13600,Transaksi,CASH,
43517HCP,30-11-2020,Tovi Kohi,Toko,17:31:16,"Piccolo, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
43517HCP,30-11-2020,Tovi Kohi,Toko,17:31:16,"V-60, Japstyle",,2,0,18000,36000,0,,7200,"% ,",0,28800,Transaksi,CASH,
43517HCP,30-11-2020,Tovi Kohi,Toko,17:31:16,"V-60, Original",,2,0,17000,34000,0,,6800,"% ,",0,27200,Transaksi,CASH,
43517HCP,30-11-2020,Tovi Kohi,Toko,17:31:16,"Vietnam Drip, Hot",,1,0,15000,15000,0,,3000,"% ,",0,12000,Transaksi,CASH,
43515VDT,30-11-2020,Tovi Kohi,Toko,15:31:39,"Mochacino, Hot",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
43515OVS,30-11-2020,Tovi Kohi,Toko,15:31:09,"Croissant,",,1,0,4000,4000,0,,0,,0,4000,Transaksi,CASH,
43515OVS,30-11-2020,Tovi Kohi,Toko,15:31:09,"Flat White,",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
43515OVS,30-11-2020,Tovi Kohi,Toko,15:31:09,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
43514I9D,30-11-2020,Tovi Kohi,Ican,14:06:11,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
43513CYA,30-11-2020,Tovi Kohi,Ican,13:25:51,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43510CB4,30-11-2020,Tovi Kohi,Toko,10:13:40,"Americano, Hot",,1,0,14000,14000,0,,4233,"Rp ,",0,9767,Transaksi,CASH,
43510CB4,30-11-2020,Tovi Kohi,Toko,10:13:40,"Piccolo, Hot",,1,0,14000,14000,0,,4233,"Rp ,",0,9767,Transaksi,CASH,
43510CB4,30-11-2020,Tovi Kohi,Toko,10:13:40,"Vietnam Drip, Hot",,1,0,15000,15000,0,,4535,"Rp ,",0,10465,Transaksi,CASH,
434218PC,29-11-2020,Tovi Kohi,Toko,21:51:53,"Brownies Baymax,",,3,0,5000,15000,0,,2077,"Rp ,",0,12923,Transaksi,CASH,
434218PC,29-11-2020,Tovi Kohi,Toko,21:51:53,"Cafe Latte, Original",,1,0,16000,16000,0,,2215,"Rp ,",0,13785,Transaksi,CASH,
434218PC,29-11-2020,Tovi Kohi,Toko,21:51:53,"Gula Aren, Original",,2,0,17000,34000,0,,4708,"Rp ,",0,29292,Transaksi,CASH,
43421Z1R,29-11-2020,Tovi Kohi,Toko,21:39:25,"Brownies Baymax,",,1,0,5000,5000,0,,0,,0,5000,Transaksi,CASH,
43421Z1R,29-11-2020,Tovi Kohi,Toko,21:39:25,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43421Z1R,29-11-2020,Tovi Kohi,Toko,21:39:25,"Churos,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
43421Z1R,29-11-2020,Tovi Kohi,Toko,21:39:25,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
43421Z1R,29-11-2020,Tovi Kohi,Toko,21:39:25,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
43421Z1R,29-11-2020,Tovi Kohi,Toko,21:39:25,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
43419RPT,29-11-2020,Tovi Kohi,Toko,19:23:18,"Cafe Latte, Original",,1,0,16000,16000,0,,2400,"% ,",0,13600,Transaksi,CASH,
43417ZAF,29-11-2020,Tovi Kohi,Toko,17:14:57,"Americano, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
43417ZAF,29-11-2020,Tovi Kohi,Toko,17:14:57,"Cinnamon Coffee,",,1,0,25000,25000,0,,0,,0,25000,Transaksi,CASH,
43417ZAF,29-11-2020,Tovi Kohi,Toko,17:14:57,"Matcha Latte, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
434170XE,29-11-2020,Tovi Kohi,Toko,17:04:56,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
43416FDX,29-11-2020,Tovi Kohi,Toko,16:55:00,"Cafe Latte, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
43416FDX,29-11-2020,Tovi Kohi,Toko,16:55:00,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
43414EZS,29-11-2020,Tovi Kohi,Toko,14:03:47,"Croissant,",,1,0,4000,4000,0,,571,"Rp ,",0,3429,Transaksi,CASH,
43414EZS,29-11-2020,Tovi Kohi,Toko,14:03:47,"Gula Aren, Original",,1,0,17000,17000,0,,2429,"Rp ,",0,14571,Transaksi,CASH,
43414EZS,29-11-2020,Tovi Kohi,Toko,14:03:47,"Piccolo, Hot",,1,0,14000,14000,0,,2000,"Rp ,",0,12000,Transaksi,CASH,
43413DDA,29-11-2020,Tovi Kohi,Toko,13:45:40,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43322RYV,28-11-2020,Tovi Kohi,Toko,22:12:20,"Cafe Latte, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
43322RYV,28-11-2020,Tovi Kohi,Toko,22:12:20,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43322RYV,28-11-2020,Tovi Kohi,Toko,22:12:20,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
43322RYV,28-11-2020,Tovi Kohi,Toko,22:12:20,"Extra Telur,",,2,0,4000,8000,0,,0,,0,8000,Transaksi,CASH,
43322RYV,28-11-2020,Tovi Kohi,Toko,22:12:20,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
43322RYV,28-11-2020,Tovi Kohi,Toko,22:12:20,"Indomie Goreng, Reguler",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
43322RYV,28-11-2020,Tovi Kohi,Toko,22:12:20,"Indomie Rebus, Reguler",,2,0,10000,20000,0,,0,,0,20000,Transaksi,CASH,
43322RYV,28-11-2020,Tovi Kohi,Toko,22:12:20,"Milk Tea, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
43322RYV,28-11-2020,Tovi Kohi,Toko,22:12:20,"Risoles,",,2,0,15000,30000,0,,0,,0,30000,Transaksi,CASH,
43321J6P,28-11-2020,Tovi Kohi,Toko,21:37:37,"Long Black,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
433214AX,28-11-2020,Tovi Kohi,Toko,21:33:03,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
433214AX,28-11-2020,Tovi Kohi,Toko,21:33:03,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
433214AX,28-11-2020,Tovi Kohi,Toko,21:33:03,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
433214AX,28-11-2020,Tovi Kohi,Toko,21:33:03,"Indomie Rebus, Reguler",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
433214AX,28-11-2020,Tovi Kohi,Toko,21:33:03,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
433214AX,28-11-2020,Tovi Kohi,Toko,21:33:03,"V-60, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
433214AX,28-11-2020,Tovi Kohi,Toko,21:33:03,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
43320C5K,28-11-2020,Tovi Kohi,Toko,20:29:22,"Americano, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,"CASH, CASH",
43320C5K,28-11-2020,Tovi Kohi,Toko,20:29:22,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,"CASH, CASH",
43320C5K,28-11-2020,Tovi Kohi,Toko,20:29:22,"Extra Shoot,",,2,0,2000,4000,0,,0,,0,4000,Transaksi,"CASH, CASH",
43320C5K,28-11-2020,Tovi Kohi,Toko,20:29:22,"Long Black,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,"CASH, CASH",
43320C5K,28-11-2020,Tovi Kohi,Toko,20:29:22,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,"CASH, CASH",
433200MQ,28-11-2020,Tovi Kohi,Ican,20:00:16,"Long Black,",,1,0,15000,15000,0,,5000,"Rp ,",0,10000,Transaksi,CASH,
43318DPI,28-11-2020,Tovi Kohi,Toko,18:32:35,"Gula Aren, Original",,1,0,17000,17000,0,,872,"Rp ,",0,16128,Transaksi,CASH,
43318DPI,28-11-2020,Tovi Kohi,Toko,18:32:35,"Pink Story, Ice",,1,0,17000,17000,0,,872,"Rp ,",0,16128,Transaksi,CASH,
43318DPI,28-11-2020,Tovi Kohi,Toko,18:32:35,brownies,,1,0,5000,5000,0,,256,"Rp ,",0,4744,Transaksi,CASH,
43317YZB,28-11-2020,Tovi Kohi,Toko,17:06:06,"V-60, Japstyle",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
43316HRY,28-11-2020,Tovi Kohi,Ican,16:03:49,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43311O8F,28-11-2020,Tovi Kohi,Toko,11:57:24,"Cappuchino, Classic",,2,0,16000,32000,0,,12000,"Rp ,",0,20000,Transaksi,CASH,
43222WRX,27-11-2020,Tovi Kohi,Toko,22:52:25,"Turkish,",,5,0,10000,50000,0,,0,,0,50000,Transaksi,CASH,
43222C6A,27-11-2020,Tovi Kohi,Toko,22:30:24,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
43221RG8,27-11-2020,Tovi Kohi,Toko,21:12:13,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
43221RG8,27-11-2020,Tovi Kohi,Toko,21:12:13,"Cappuchino, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
43221RG8,27-11-2020,Tovi Kohi,Toko,21:12:13,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
43221RG8,27-11-2020,Tovi Kohi,Toko,21:12:13,"V-60, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43221G1K,27-11-2020,Tovi Kohi,Toko,21:10:11,"V-60, Japstyle",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
43218NZ7,27-11-2020,Tovi Kohi,Toko,18:06:14,"Vanilla Milk, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
43217WQR,27-11-2020,Tovi Kohi,Toko,17:24:40,"Choco Latte, Hot",,1,0,17000,17000,0,,2217,"Rp ,",0,14783,Transaksi,CASH,
43217WQR,27-11-2020,Tovi Kohi,Toko,17:24:40,"French Fries, Reguler",,1,0,12000,12000,0,,1565,"Rp ,",0,10435,Transaksi,CASH,
43217WQR,27-11-2020,Tovi Kohi,Toko,17:24:40,"Mie Seblak,",,1,0,17000,17000,0,,2217,"Rp ,",0,14783,Transaksi,CASH,
432142WL,27-11-2020,Tovi Kohi,Toko,14:55:45,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
432146X5,27-11-2020,Tovi Kohi,Toko,14:55:05,"Americano, Ice",,1,0,16000,16000,0,,3097,"Rp ,",0,12903,Transaksi,CASH,
432146X5,27-11-2020,Tovi Kohi,Toko,14:55:05,"Vietnam Drip, Hot",,1,0,15000,15000,0,,2903,"Rp ,",0,12097,Transaksi,CASH,
43211NZ4,27-11-2020,Tovi Kohi,Toko,11:55:50,"Piccolo, Hot",,3,0,14000,42000,0,,0,,0,42000,Transaksi,CASH,
43211NZ4,27-11-2020,Tovi Kohi,Toko,11:55:50,brownies x3,,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
432116DQ,27-11-2020,Tovi Kohi,Toko,11:02:40,churos x2,,1,0,24000,24000,0,,0,,0,24000,Transaksi,CASH,
43121CLR,26-11-2020,Tovi Kohi,Toko,21:54:30,"Cafe Latte, Original",,1,0,16000,16000,0,,5000,"Rp ,",0,11000,Transaksi,CASH,
43121G5M,26-11-2020,Tovi Kohi,Toko,21:53:44,"Americano, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
43121G5M,26-11-2020,Tovi Kohi,Toko,21:53:44,"Cireng , Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
43121G5M,26-11-2020,Tovi Kohi,Toko,21:53:44,"V-60, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43120HB9,26-11-2020,Tovi Kohi,Toko,20:32:28,"Dragon Tea, Hot",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
43120D1R,26-11-2020,Tovi Kohi,Toko,20:31:38,"Churos,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
43120D1R,26-11-2020,Tovi Kohi,Toko,20:31:38,"Cireng , Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
43120D1R,26-11-2020,Tovi Kohi,Toko,20:31:38,"Vietnam Drip, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43120CYL,26-11-2020,Tovi Kohi,Toko,20:26:03,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43120MEL,26-11-2020,Tovi Kohi,Toko,20:22:32,"Americano, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
43120MEL,26-11-2020,Tovi Kohi,Toko,20:22:32,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
43120MEL,26-11-2020,Tovi Kohi,Toko,20:22:32,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
43120MEL,26-11-2020,Tovi Kohi,Toko,20:22:32,"Churos,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
43118A4W,26-11-2020,Tovi Kohi,Toko,18:03:51,"Americano, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
43118A4W,26-11-2020,Tovi Kohi,Toko,18:03:51,"To - Brew,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
430221N3,25-11-2020,Tovi Kohi,Toko,22:42:28,"Americano, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
430221A0,25-11-2020,Tovi Kohi,Toko,22:34:53,"Americano, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
430221A0,25-11-2020,Tovi Kohi,Toko,22:34:53,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
430221A0,25-11-2020,Tovi Kohi,Toko,22:34:53,"Doppio,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
430221A0,25-11-2020,Tovi Kohi,Toko,22:34:53,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
430221A0,25-11-2020,Tovi Kohi,Toko,22:34:53,"Long Black,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
43022VMJ,25-11-2020,Tovi Kohi,Toko,22:22:15,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,"CASH, CASH, CASH",
43022VMJ,25-11-2020,Tovi Kohi,Toko,22:22:15,"Garlic Bread,",,1,0,8000,8000,0,,0,,0,8000,Transaksi,"CASH, CASH, CASH",
43022VMJ,25-11-2020,Tovi Kohi,Toko,22:22:15,"Matcha Latte, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,"CASH, CASH, CASH",
43022VMJ,25-11-2020,Tovi Kohi,Toko,22:22:15,"Vietnam Drip, Hot",,2,0,15000,30000,0,,0,,0,30000,Transaksi,"CASH, CASH, CASH",
43021GME,25-11-2020,Tovi Kohi,Toko,21:41:16,"Garlic Bread,",,1,0,8000,8000,0,,0,,0,8000,Transaksi,CASH,
43021E1Q,25-11-2020,Tovi Kohi,Toko,21:40:53,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
43020VJD,25-11-2020,Tovi Kohi,Toko,20:51:52,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
43020493,25-11-2020,Tovi Kohi,Toko,20:23:49,"Cinnamon Coffee,",,1,0,25000,25000,0,,0,,0,25000,Transaksi,CASH,
43020493,25-11-2020,Tovi Kohi,Toko,20:23:49,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43020493,25-11-2020,Tovi Kohi,Toko,20:23:49,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
43018PLY,25-11-2020,Tovi Kohi,Toko,18:18:23,"Brownies Baymax,",,2,0,5000,10000,0,,0,,0,10000,Transaksi,CASH,
43018PLY,25-11-2020,Tovi Kohi,Toko,18:18:23,"Piccolo, Hot",,2,0,14000,28000,0,,0,,0,28000,Transaksi,CASH,
430171N0,25-11-2020,Tovi Kohi,Toko,17:59:53,pang,,1,1,12000,0,0,,0,,0,0,Dibatalkan,CASH,
43017FV5,25-11-2020,Tovi Kohi,Toko,17:58:43,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
43017FV5,25-11-2020,Tovi Kohi,Toko,17:58:43,"Extra Shoot,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
43017FV5,25-11-2020,Tovi Kohi,Toko,17:58:43,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
430179NR,25-11-2020,Tovi Kohi,Toko,17:36:28,"Cafe Latte, Original",,1,0,16000,16000,0,,5333,"Rp ,",0,10667,Transaksi,CASH,
430179NR,25-11-2020,Tovi Kohi,Toko,17:36:28,"Extra Shoot,",,1,0,2000,2000,0,,667,"Rp ,",0,1333,Transaksi,CASH,
43015N6U,25-11-2020,Tovi Kohi,Toko,15:27:30,"Air mineral,",,1,0,3000,3000,0,,0,,0,3000,Transaksi,CASH,
43015N6U,25-11-2020,Tovi Kohi,Toko,15:27:30,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
43015N6U,25-11-2020,Tovi Kohi,Toko,15:27:30,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
43015N6U,25-11-2020,Tovi Kohi,Toko,15:27:30,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
43015N6U,25-11-2020,Tovi Kohi,Toko,15:27:30,"Vanilla Milk, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
43011QRR,25-11-2020,Tovi Kohi,Toko,11:50:34,"Cafe Latte, Original",,2,0,16000,32000,0,,12000,"Rp ,",0,20000,Transaksi,CASH,
42921EMN,24-11-2020,Tovi Kohi,Toko,21:37:19,"Lemon Tea, Hot",,1,0,12000,12000,0,,7000,"Rp ,",0,5000,Transaksi,CASH,
42918C8R,24-11-2020,Tovi Kohi,Toko,18:08:10,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42918C8R,24-11-2020,Tovi Kohi,Toko,18:08:10,"Garlic Bread,",,1,0,8000,8000,0,,0,,0,8000,Transaksi,CASH,
42915Q41,24-11-2020,Tovi Kohi,Toko,15:11:55,"V-60, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42821PUR,23-11-2020,Tovi Kohi,Toko,21:58:47,"Choco Hazelnut, Ice",,1,0,22000,22000,0,,0,,0,22000,Transaksi,CASH,
42821PUR,23-11-2020,Tovi Kohi,Toko,21:58:47,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
428216Z9,23-11-2020,Tovi Kohi,Toko,21:45:12,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
4282125N,23-11-2020,Tovi Kohi,Toko,21:05:14,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
4282017S,23-11-2020,Tovi Kohi,Toko,20:40:03,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42820BV3,23-11-2020,Tovi Kohi,Toko,20:34:26,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
4281846Y,23-11-2020,Tovi Kohi,Toko,18:58:02,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42818VBS,23-11-2020,Tovi Kohi,Toko,18:52:54,"Brownies Baymax,",,1,0,5000,5000,0,,147,"Rp ,",0,4853,Transaksi,CASH,
42818VBS,23-11-2020,Tovi Kohi,Toko,18:52:54,"Cireng , Reguler",,1,0,15000,15000,0,,441,"Rp ,",0,14559,Transaksi,CASH,
42818VBS,23-11-2020,Tovi Kohi,Toko,18:52:54,"Croissant,",,6,0,4000,24000,0,,706,"Rp ,",0,23294,Transaksi,CASH,
42818VBS,23-11-2020,Tovi Kohi,Toko,18:52:54,"Garlic Bread,",,1,0,8000,8000,0,,235,"Rp ,",0,7765,Transaksi,CASH,
42818VBS,23-11-2020,Tovi Kohi,Toko,18:52:54,"Pink Story, Ice",,1,0,17000,17000,0,,500,"Rp ,",0,16500,Transaksi,CASH,
42818VBS,23-11-2020,Tovi Kohi,Toko,18:52:54,"Risoles,",,1,0,15000,15000,0,,441,"Rp ,",0,14559,Transaksi,CASH,
42818VBS,23-11-2020,Tovi Kohi,Toko,18:52:54,"Salted Caramel,",,1,0,18000,18000,0,,529,"Rp ,",0,17471,Transaksi,CASH,
42816L9M,23-11-2020,Tovi Kohi,Toko,16:01:41,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
42814XSF,23-11-2020,Tovi Kohi,Toko,14:25:39,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
42814XSF,23-11-2020,Tovi Kohi,Toko,14:25:39,"Milk Tea, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42721RHP,22-11-2020,Tovi Kohi,Toko,21:48:08,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
42721BD5,22-11-2020,Tovi Kohi,Toko,21:47:35,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
427210G2,22-11-2020,Tovi Kohi,Toko,21:46:49,"Lemon Tea, Hot",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
42721IUW,22-11-2020,Tovi Kohi,Toko,21:46:22,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42721IUW,22-11-2020,Tovi Kohi,Toko,21:46:22,"Long Black,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
42721ZUW,22-11-2020,Tovi Kohi,Toko,21:37:41,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42721L7L,22-11-2020,Tovi Kohi,Toko,21:21:42,"Salted Caramel,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42720Y1Y,22-11-2020,Tovi Kohi,Toko,20:57:38,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
42720Y1Y,22-11-2020,Tovi Kohi,Toko,20:57:38,"Matcha Latte, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42720Y1Y,22-11-2020,Tovi Kohi,Toko,20:57:38,"Mochacino, Ice",,1,0,21000,21000,0,,0,,0,21000,Transaksi,CASH,
4272048C,22-11-2020,Tovi Kohi,Toko,20:55:39,"Matcha Latte, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
4272048C,22-11-2020,Tovi Kohi,Toko,20:55:39,"Salted Caramel,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42719RRU,22-11-2020,Tovi Kohi,Toko,19:28:12,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42715I8K,22-11-2020,Tovi Kohi,Ilyas,15:05:08,"Cappuchino, Classic",,1,0,16000,16000,0,,6000,"Rp ,",0,10000,Transaksi,CASH,
42715OSR,22-11-2020,Tovi Kohi,Ilyas,15:04:57,"Gula Aren, Original",,1,0,17000,17000,0,,2000,"Rp ,",0,15000,Transaksi,CASH,
42715FD4,22-11-2020,Tovi Kohi,Ilyas,15:04:45,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42710EKM,22-11-2020,Tovi Kohi,Toko,10:20:34,"Choco Hazelnut, Ice",,1,0,22000,22000,0,,0,,0,22000,Transaksi,CASH,
42710EKM,22-11-2020,Tovi Kohi,Toko,10:20:34,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
42710EKM,22-11-2020,Tovi Kohi,Toko,10:20:34,"Cinnamon Coffee,",,1,0,25000,25000,0,,0,,0,25000,Transaksi,CASH,
42710EKM,22-11-2020,Tovi Kohi,Toko,10:20:34,"Croissant,",,4,0,4000,16000,0,,0,,0,16000,Transaksi,CASH,
42710EKM,22-11-2020,Tovi Kohi,Toko,10:20:34,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
